table_name,project_id,dataset_id,table_id,purpose,key_columns,use_cases,notes,column_count,sample_columns,column_types,is_active,priority,last_updated,reviewed_by,sql_examples,business_context,data_quality_notes
fanbase-reporting.analytics_396059295.events_20241221,fanbase-reporting,analytics_396059295,events_20241221,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis, Identifying users through user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241222,fanbase-reporting,analytics_396059295,events_20241222,This table stores events data related to user interactions with a platform or application for reporting and analysis purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241223,fanbase-reporting,analytics_396059295,events_20241223,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241224,fanbase-reporting,analytics_396059295,events_20241224,"This table stores events data related to fanbase reporting, including event details, timestamps, user information, and event values.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement with the fanbase platform, Tracking event values in USD, Understanding user behavior and interactions",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241225,fanbase-reporting,analytics_396059295,events_20241225,This table stores events data related to user interactions with a fanbase platform on a specific date.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement on the fanbase platform, Tracking event values in USD to understand revenue generation, Identifying user behavior patterns based on event sequences",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241226,fanbase-reporting,analytics_396059295,events_20241226,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241227,fanbase-reporting,analytics_396059295,events_20241227,This table stores events data related to user interactions within a fanbase platform for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions over time, Calculating event values in USD to understand revenue generation, Identifying user behavior patterns based on event sequences",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241228,fanbase-reporting,analytics_396059295,events_20241228,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241229,fanbase-reporting,analytics_396059295,events_20241229,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241230,fanbase-reporting,analytics_396059295,events_20241230,This table stores events data related to user interactions within a fanbase platform for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement with the platform, Tracking user behavior and events, Calculating event values in USD",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20241231,fanbase-reporting,analytics_396059295,events_20241231,This table stores events data related to user interactions and activities for analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250101,fanbase-reporting,analytics_396059295,events_20250101,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
